date,rocket_name,launch_site,orbit,payload_mass,satellite_name,outcome
2022-02-27,Long March 8,Wenchang Space Center,LEO,43.0,Jilin-1 GaoFen 03D 15,Success
2022-02-27,Long March 8,Wenchang Space Center,LEO,43.0,Jilin-1 GaoFen 03D 16 ,Failure
2022-02-27,Long March 8,Wenchang Space Center,LEO,43.0,Jilin-1 GaoFen 03D 17,Success
2022-02-27,Long March 8,Wenchang Space Center,LEO,43.0,Jilin-1 GaoFen 03D 18,Success
2021-07-03,Long March 2D,Taiyuan Launch Center,LEO,40.0,Jilin-1 GaoFen 03D-01,Failure
2021-07-03,Long March 2D,Taiyuan Launch Center,LEO,40.0,Jilin-1 GaoFen 03D-02,Success
2021-07-03,Long March 2D,Taiyuan Launch Center,LEO,40.0,Jilin-1 GaoFen 03D-03,Success
2022-04-29,Long March 11,Yellow Sea Launch Platform,LEO,43.0,Jilin-1 GaoFen 03D-04,Success
2022-04-29,Long March 11,Yellow Sea Launch Platform,LEO,43.0,Jilin-1 GaoFen 03D-05,Success
2022-04-29,Long March 11,Yellow Sea Launch Platform,LEO,43.0,Jilin-1 GaoFen 03D-06,Success
2022-04-29,Long March 11,Yellow Sea Launch Platform,LEO,43.0,Jilin-1 GaoFen 03D-07,Success
2022-05-05,Long March 2,Taiyan Launch Center,LEO,43.0,Jilin-1 GaoFen 03D-27,Success
2022-05-05,Long March 2,Taiyan Launch Center,LEO,43.0,Jilin-1 GaoFen 03D-28,Success
2022-05-05,Long March 2,Taiyan Launch Center,LEO,43.0,Jilin-1 GaoFen 03D-29,Success
2022-05-05,Long March 2,Taiyan Launch Center,LEO,43.0,Jilin-1 GaoFen 03D-30,Success
2022-05-05,Long March 2,Taiyan Launch Center,LEO,43.0,Jilin-1 GaoFen 03D-31,Success
2022-05-05,Long March 2,Taiyan Launch Center,LEO,43.0,Jilin-1 GaoFen 03D-32,Success
2022-05-05,Long March 2,Taiyan Launch Center,LEO,43.0,Jilin-1 GaoFen 03D-33,Success
2023-01-15,Long March 2D,Taiyuan Launch Center,LEO,42.0,Jilin-1 GaoFen 03D-34,Failure
2022-04-29,Long March 11,Yellow Sea Launch Platform,LEO,43.0,Jilin-1 GaoFen 04A,Success
2023-01-15,Long March 2D,Taiyuan Launch Center,LEO,,Jilin-1 Hongwai A07,Failure
2023-01-15,Long March 2D,Taiyuan Launch Center,LEO,42.0,Jilin-1 Hongwai A08,Failure
2021-07-03,Long March 2D,Taiyuan Launch Center,LEO,95.0,Jilin-1 Kuanfu 01B,Failure
2022-05-05,Long March 2D,Taiyuan Launch Center,LEO,95.0,Jilin-1 Kuanfu 01C,Success
2020-01-15,Long March 2D,Taiyuan Launch Center,LEO,95.0,Jilin-1 Kuanfu-1,Success
2022-02-27,Long March 8,Wenchang Space Center,LEO,32.0,Jilin-1 Mofang 02A01 ,Success
2023-01-15,Long March 2D,Taiyuan Launch Center,LEO,18.0,Jilin-1 Mofang 02A03,Success
2023-01-15,Long March 2D,Taiyuan Launch Center,LEO,18.0,Jilin-1 Mofang 02A04,Success
2023-01-15,Long March 2D,Taiyuan Launch Center,LEO,18.0,Jilin-1 Mofang 02A07,Success
2015-10-07,Long March 2D,Jiuquan Satellite Launch Center,LEO,400.0,"Jilin-1-1 (Optical A, Lingqiao 1)",Success
2019-01-21,Long March 11,Jiuquan Satellite Launch Center,LEO,95.0,Jilin-1-10 (Guanpu 2),Failure
2017-01-09,Kuaizhou,Jiuquan Satellite Launch Center,LEO,400.0,Jilin-1-3 (Lingqiao 3),Success
2017-11-21,Long March 6,Taiyuan Launch Center,LEO,95.0,Jilin-1-4 (Shipin 4),Success
2017-11-21,Long March 6,Taiyuan Launch Center,LEO,95.0,Jilin-1-5 (Shipin 5),Success
2017-11-21,Long March 6,Taiyuan Launch Center,LEO,95.0,Jilin-1-6 (Shipin 6),Success
2018-01-18,Long March 11,Jiuquan Satellite Launch Center,LEO,95.0,Jilin-1-7 (Shipin 7),Success
2018-01-18,Long March 11,Jiuquan Satellite Launch Center,LEO,95.0,Jilin-1-8 (Shipin 8),Success
2019-01-21,Long March 11,Jiuquan Satellite Launch Center,LEO,95.0,Jilin-1-9 (Guanpu 1),Success
2021-04-27,Long March 6,Taiyuan Launch Center,LEO,40.0,Jin Zijing 1-01,Success
2021-04-27,Long March 6,Taiyuan Launch Center,LEO,40.0,Jin Zijing 1-02,Success
2021-12-06,Ceres 1,Jiuquan Satellite Launch Center,LEO,20.0,Jin Zijing 1-03,Success
2021-10-14,Long March 2D,Taiyuan Launch Center,LEO,4.0,Jin Zijing 2 (Golden Bauhinia N2) ,Success
2023-01-15,Long March 2D,Taiyan Launch Center,LEO,10.0,Jin Zijing 3,Success
2023-01-15,Long March 2D,Taiyuan Launch Center,LEO,10.0,Jin Zijing 4,Failure
2021-12-06,Ceres 1,Jiuquan Satellite Launch Center,LEO,10.0,Jin Zijing 5,Success
2023-01-15,Long March 2D,Taiyuan Launch Center,LEO,50.0,Jin Zijing 6,Success
2019-09-12,Long March 4B,Taiyuan Launch Center,LEO,16.0,Jingshi-1 (BNU-1),Success
2018-12-03,Falcon 9,Vandenberg AFB,LEO,2.0,JYISat (JO 97),Success
2015-09-19,Long March 6,Taiyuan Launch Center,LEO,130.0,Kaituo-1A (Xinyan-2),Failure
2012-07-22,Soyuz-Fregat,Baikonur Cosmodrome,LEO,400.0,Kanopus-B (Kanopus Vulcan 1) ,Success
2017-07-14,Soyuz-2.1a,Baikonur Cosmodrome,LEO,500.0,Kanopus-V-IK-2,Success
2018-01-31,Soyuz-2.1a,Vostochny Cosmodrome,LEO,500.0,Kanopus-V-IK-3,Failure
2018-01-31,Soyuz-2.1a,Vostochny Cosmodrome,LEO,500.0,Kanopus-V-IK-4,Success
2018-12-27,Soyuz-2.1a,Vostochny Cosmodrome,LEO,500.0,Kanopus-V-IK-5,Success
2018-12-27,Soyuz-2.1a,Vostochny Cosmodrome,LEO,500.0,Kanopus-V-IK-6,Success
2014-04-30,Vega,Guiana Space Center,LEO,830.0,KazEOSat-1 (Kazcosmos Earth Observation Satellite),Success
2014-06-19,Dnepr,Dombarovsky Air Base,LEO,185.0,KazEOSat-2 (kazcosmos Earth Observation Satellite),Success
2011-07-15,Proton M,Baikonur Cosmodrome,GEO,1300.0,KazSat-2,Success
2014-04-28,Proton M,Baikonur Cosmodrome,GEO,,KazSat-3,Success
2018-12-03,Falcon 9,Vandenberg AFB,LEO,100.0,KazSTSAT (Kazakh Science and Technology Satellite),Success
2015-12-16,PSLV-C29,Satish Dhawan Space Centre,LEO,78.0,Kent Ridge 1,Success
2021-01-24,Falcon 9,Cape Canaveral,LEO,9.0,Kepler-10 BABY YODA,Success
2021-01-24,Falcon 9,Cape Canaveral,LEO,9.0,Kepler-11 DANEEL,Success
2021-01-24,Falcon 9,Cape Canaveral,LEO,9.0,Kepler-12 BOBA,Failure
2021-01-24,Falcon 9,Cape Canaveral,LEO,9.0,Kepler-13 LUCKY,Success
2021-01-24,Falcon 9,Cape Canaveral,LEO,9.0,Kepler-14 STELLA,Success
2021-01-24,Falcon 9,Cape Canaveral,LEO,9.0,Kepler-15 SUDORMRF,Success
2022-01-13,Falcon 9,Cape Canaveral,LEO,9.0,Kepler-16 ASTRAEUS,Success
2022-01-13,Falcon 9,Cape Canaveral,LEO,9.0,Kepler-17 KARINA,Success
2022-01-13,Falcon 9,Cape Canaveral,LEO,9.0,Kepler-18 BLIP-A,Success
2022-01-13,Falcon 9,Cape Canaveral,LEO,9.0,Kepler-19 ,Success
2018-11-29,PSLV,Satish Dhawan Space Centre,LEO,4.0,Kepler-2 CASE,Success
2023-04-15,Falcon 9,Vandenberg AFB,LEO,15.0,Kepler-20,Success
2023-04-15,Falcon 9,Vandenberg AFB,LEO,15.0,Kepler-21,Success
2020-09-02,Vega,Guiana Space Center,LEO,9.0,Kepler-3 TARS,Failure
2020-09-28,Soyuz-2.1b,Plesetsk Cosmodrome,LEO,9.0,Kepler-4 ANTILLES,Success
2020-09-28,Soyuz-2.1b,Plesetsk Cosmodrome,LEO,9.0,Kepler-5 AMIDALA,Success
2021-03-22,Soyuz-2.1b,Baikonur Cosmodrome,LEO,9.0,Kepler-6 ROCINANTE,Failure
2021-03-22,Soyuz-2.1b,Baikonur Cosmodrome,LEO,9.0,Kepler-7 C3PO,Success
2021-01-24,Falcon 9,Cape Canaveral,LEO,9.0,Kepler-8 AMAROK,Failure
2021-01-24,Falcon 9,Cape Canaveral,LEO,9.0,Kepler-9 ARTEMIS,Success
2017-10-24,Nanorack Deployer,International Space Station,LEO,50.0,KestrelEye IIM,Failure
2022-09-24,Delta 4 Heavy,Vandenberg AFB,LEO,20000.0,"Keyhole 11 (NROL 91, Advanced KH-11, Evolved Improved Crystal 19, USA 338)",Success
2005-10-19,Titan IV,Vandenberg AFB,LEO,18000.0,"Keyhole 5 (Advanced KH-11, KH-12-5, Improved Crystal, EIS-3, USA 186)",Success
2011-01-20,Delta 4 Heavy,Vandenberg AFB,LEO,18000.0,"Keyhole 6 (NRO L49, Advanced KH-11, KH-12-6, Improved Crystal, USA 224)",Success
2013-08-28,Delta 4 Heavy,Vandenberg AFB,LEO,18000.0,"Keyhole 7 (NRO L65, Advanced KH-11, Improved Crystal, USA 245)",Success
2019-01-19,Delta 4 Heavy,Vandenberg AFB,LEO,18000.0,"Keyhole 8 (NRO L71, Advanced KH-11, Improved Crystal Block 5, USA 290)",Success
2021-04-26,Delta 4 Heavy,Vandenberg AFB,LEO,20000.0,"Keyhole 9 (NRO L82, Advanced KH-11, Evolved Improved Crystal Block F2, USA 314)",Success
2018-10-29,H2A,Tanegashima Space Center,LEO,330.0,KhalifaSat,Failure
2022-08-09,Soyuz,Baikonur Cosmodrome,LEO,650.0,Khayyam,Success
2023-04-15,Falcon 9,Vandenberg AFB,LEO,4.0,KILIÇSAT,Success
2018-01-18,Long March 11,Jiuquan Satellite Launch Center,LEO,10.0,KIPP-1 ,Failure
2017-01-24,H2A,Tanegashima Space Center,GEO,,Kirameki 2 (DSN-2),Success
2015-09-19,Long March 6,Taiyuan Launch Center,LEO,1.0,KJSY-1 (Kongjian Shiyan-1),Success
2009-01-23,H2A,Tanegashima Space Center,LEO,3.0,"KKS-1 (Kouku Kousen Satellite One, Kiseki)",Success
2019-11-17,Kuaizhou 1A,Jiuquan Satellite Launch Center,LEO,,KL-Alpha-A ,Success
2019-11-17,Kuaizhou 1A,Jiuquan Satellite Launch Center,LEO,,KL-Alpha-B,Success
2021-08-04,Long March 6,Taiyuan Launch Center,LEO,100.0,KL-Beta-A,Success
2021-08-04,Long March 6,Taiyuan Launch Center,LEO,100.0,KL-Beta-B,Success
2021-03-22,Soyuz-2.1b,Baikonur Cosmodrome,LEO,4.0,KMSL (Korea Microgravity Science Laboratory),Success
2006-07-28,Rokot,Plesetsk Cosmodrome,LEO,800.0,"Kompsat-2 (Arirang 2, Korean planned Multipurpose Satellite-2)",Success
2012-05-17,H2A,Tanegashima Space Center,LEO,980.0,"Kompsat-3 (Arirang 3, Korean Multipurpose Satellite-3)",Success
2015-03-25,Dnepr,Dombarovsky Air Base,LEO,980.0,"Kompsat-3A (Arirang 3A, Korean Multipurpose Satellite-3A)",Success
2013-08-22,Dnepr,Dombarovsky Air Base,LEO,1400.0,"Kompsat-5 (Arirang 5, Korean Multipurpose Satellite-4)",Success
2006-08-22,Zenit 3SL,Sea Launch Odyssey,GEO,4450.0,Koreasat 5 (Mugungwha 5),Success
2017-10-30,Falcon 9,Cape Canaveral,GEO,3700.0,Koreasat 5A (Mugungwha 5A),Success
2010-12-29,Ariane 5,Guiana Space Center,GEO,2850.0,Koreasat 6 (Mugungwha 6),Success
2017-05-04,Ariane 5,Guiana Space Center,GEO,3680.0,Koreasat 7 (Mugungwha 7),Success
2021-11-08,H2A,Uchinoura Space Center,LEO,3.0,KOSEN-1 ,Success
2021-06-30,Falcon 9,Cape Canaveral,LEO,10.0,KSF1-A,Failure
2021-06-30,Falcon 9,Cape Canaveral,LEO,10.0,KSF1-B,Success
2022-04-01,Falcon 9,Cape Canaveral,LEO,10.0,KSF2-A ,Failure
2022-04-01,Falcon 9,Cape Canaveral,LEO,10.0,KSF2-B,Success
2022-04-01,Falcon 9,Cape Canaveral,LEO,10.0,KSF2-C ,Success
2022-04-01,Falcon 9,Cape Canaveral,LEO,10.0,KSF2-D,Success
2023-01-03,Falcon 9,Cape Canaveral,LEO,10.0,KSF3-A,Failure
2023-01-03,Falcon 9,Cape Canaveral,LEO,10.0,KSF3-B,Success
2023-01-03,Falcon 9,Cape Canaveral,LEO,10.0,KSF3-C,Success
2023-01-03,Falcon 9,Cape Canaveral,LEO,10.0,KSF3-D,Success
2021-06-30,Falcon 9,Cape Canaveral,LEO,10.0,KSFI-C,Success
2021-06-30,Falcon 9,Cape Canaveral,LEO,10.0,KSFI-D,Success
2020-11-07,PSLV,Satish Dhawan Space Centre,LEO,,KSM-1A (Kleos Scouting Mission 1A),Success
2020-11-07,PSLV,Satish Dhawan Space Centre,LEO,,KSM-1B (Kleos Scouting Mission 1B),Success
2020-11-07,PSLV,Satish Dhawan Space Centre,LEO,,KSM-1C (Kleos Scouting Mission 1C),Success
2020-11-07,PSLV,Satish Dhawan Space Centre,LEO,,KSM-1D (Kleos Scouting Mission 1D),Success
2021-03-22,Soyuz-2.1a,Baikonur Cosmodrome,LEO,2.0,KSU Cubesat,Success
2022-10-08,Long March 2D,Jiuquan Satellite Launch Center,LEO,888.0,"Kuafu-1 (ASO-S, Advanced Space-based Solar Observatory)",Success
2023-01-03,Falcon 9,Cape Canaveral,LEO,3.0,KuwaitSat-1,Success
2019-08-30,Kuaizhou 1A,Jiuquan Satellite Launch Center,LEO,,KX-09,Success
2000-08-17,Titan IV,Vandenberg AFB,LEO,14500.0,"Lacrosse/Onyx 4 (Lacrosse-4,  152)",Success
2005-04-30,Titan 4B,Cape Canaveral,LEO,14500.0,"Lacrosse/Onyx 5 (Lacrosse-5, NROL 16,  182)",Success
2021-03-22,Soyuz-2.1a,Baikonur Cosmodrome,LEO,4.0,LacunaSat-2B,Success
2023-04-15,Falcon 9,Vandenberg AFB,LEO,4.0,LacunaSat-2F,Success
2020-09-28,Soyuz-2.1b,Plesetsk Cosmodrome,LEO,5.0,LacunaSat-3,Success
2018-12-07,Long March 2D,Jiuquan Satellite Launch Center,LEO,100.0,Ladybird 1 (Piao chong 1),Success
2018-12-07,Long March 2D,Jiuquan Satellite Launch Center,LEO,8.0,Ladybird 2 (Piao chong 2),Success
2018-12-07,Long March 2D,Jiuquan Satellite Launch Center,LEO,8.0,Ladybird 3 (Piao chong 3),Success
2018-12-07,Long March 2D,Jiuquan Satellite Launch Center,LEO,8.0,Ladybird 4 (Piao chong 4),Failure
2018-12-07,Long March 2D,Jiuquan Satellite Launch Center,LEO,4.0,Ladybird 5 (Piao chong 5),Success
2018-12-07,Long March 2D,Jiuquan Satellite Launch Center,LEO,4.0,Ladybird 6 (Piao chong 6),Success
2018-12-07,Long March 2D,Jiuquan Satellite Launch Center,LEO,4.0,Ladybird 7 (Piao chong 7),Success
1999-04-15,Delta 2,Vandenberg AFB,LEO,2744.0,Landsat 7 ,Success
2013-02-11,Atlas 5,Vandenberg AFB,LEO,2780.0,Landsat 8,Success
2021-09-27,Atlas 5,Vandenberg AFB,LEO,2710.0,Landsat 9,Success
2015-11-20,Long March 3B,Xichang Satellite Launch Center,GEO,3800.0,LaoSat-1,Success
2015-09-24,PSLV C-30,Satish Dhawan Space Centre,LEO,68.0,LAPAN A2,Success
2016-06-22,PSLV XL,Satish Dhawan Space Centre,LEO,115.0,LAPAN A3,Success
2007-01-10,PSLV C7,Satish Dhawan Space Centre,LEO,60.0,LAPAN-Tubsat (LAPAN A1),Success
2002-12-20,Dnepr,Baikonur Cosmodrome,LEO,,LatinSat A,Success
2002-12-20,Dnepr,Baikonur Cosmodrome,LEO,,LatinSat B ,Failure
2021-12-07,Atlas 5,Cape Canaveral,GEO,500.0,LDPE-1 (LDPE (Long Duration Propulsive ESPA) ,Success
2023-01-15,Falcon Heavy,Cape Canaveral,GEO,500.0,LDPE-3A (LDPE (Long Duration Propulsive ESPA) ,Success
2021-08-17,Vega,Guiana Space Center,LEO,10.0,LEDSat (LED-based small Satellite),Success
2014-06-19,Dnepr,Dombarovsky Air Base,LEO,10.0,Lemur-1,Success
2021-06-30,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 AC-Cubed ,Success
2019-07-05,Soyuz-2.1b,Vostochny Cosmodrome,LEO,10.0,Lemur-2 Alex-Maddy (Lemur 2FM106),Success
2018-07-16,Nanorack Deployer,Cygnus,LEO,10.0,Lemur-2 Alexander (Lemur 2F80),Success
2021-04-29,Vega W18,Guiana Space Center,LEO,10.0,Lemur-2 Amanda-Svant,Success
2017-07-14,Soyuz-2.1a,Baikonur Cosmodrome,LEO,10.0,Lemur-2 AndiS (Lemur 2F47),Success
2017-04-18,Nanorack Deployer,International Space Station - Cygnus,LEO,10.0,Lemur-2 Angela (Lemur 2F31),Success
2021-06-30,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 AnnaBanana,Success
2016-10-17,Antares 230,Wallops Island Flight Facility,LEO,10.0,Lemur-2 Anubhavthakur (Lemur 2F16),Success
2019-04-01,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 Beaudacious (Lemur 2FM98),Success
2017-12-08,Nanorack Deployer,International Space Station - Cygnus,LEO,10.0,Lemur-2 BrianDavie (Lemur 2F52),Success
2018-01-11,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 BrownCow (Lemur 2F71),Success
2021-06-30,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 CarlSantaMari ,Success
2021-01-24,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 Chantal ,Success
2018-11-10,Electron,Rocket Lab Launch Complex 1,LEO,10.0,Lemur-2 Chanusiak (Lemur 2F83),Failure
2015-09-28,PSLV C-30,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 Chris (Lemur 2F4),Success
2018-12-27,Soyuz-2.1a,Vostochny Cosmodrome,LEO,10.0,Lemur-2 ChristinaHolt (Lemur 2F90) ,Success
2018-12-27,Soyuz-2.1a,Vostochny Cosmodrome,LEO,10.0,Lemur-2 DaisyHarper (Lemur 2F95),Success
2018-01-11,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 DaveWilson (Lemur 2F69),Success
2020-09-28,Soyuz-2.1b,Plesetsk Cosmodrome,LEO,10.0,Lemur-2 DayWzaGoodDay (2FM123),Success
2017-07-14,Soyuz-2.1a,Baikonur Cosmodrome,LEO,10.0,Lemur-2 Dembitz (Lemur 2F49),Success
2023-01-03,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 Disclaimer (Lemur FM165),Success
2020-11-05,Nanorack Deployer,International Space Station,LEO,10.0,Lemur-2 Djara,Success
2022-01-13,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 Djirang,Failure
2020-09-02,Vega,Guiana Space Center,LEO,10.0,Lemur-2 Djuproera (Lemur 2FM116),Success
2018-11-29,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 Duly (Lemur 2F87),Success
2017-12-10,Nanorack Deployer,International Space Station - Cygnus,LEO,10.0,Lemur-2 Dunlop (Lemur 2F57),Success
2019-07-05,Soyuz-2.1b,Vostochny Cosmodrome,LEO,10.0,Lemur-2 DustInTheWind (Lemur 2FM105) ,Failure
2019-07-05,Soyuz-2.1b,Vostochny Cosmodrome,LEO,10.0,Lemur-2 Ejatta (Lemur 2FM104),Success
2019-04-01,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 Elham (Lemur 2FM99),Success
2023-01-03,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 Emmaculate (Lemur FM164),Success
2020-09-02,Vega,Guiana Space Center,LEO,10.0,Lemur-2 EthanOakes (Lemur 2FM114),Success
2023-01-03,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 FuenteTaja-01 (FM169),Success
2017-07-14,Soyuz-2.1a,Baikonur Cosmodrome,LEO,10.0,Lemur-2 Furiaus (Lemur 2F45),Success
2017-07-14,Soyuz-2.1a,Baikonur Cosmodrome,LEO,10.0,Lemur-2 Greenberg (Lemur 2F42),Success
2019-07-05,Soyuz-2.1b,Vostochny Cosmodrome,LEO,10.0,Lemur-2 GregRobinson (Lemur 2FM108),Success
2018-12-27,Soyuz-2.1a,Vostochny Cosmodrome,LEO,10.0,Lemur-2 Gustavo (Lemur 2F89),Success
2019-12-11,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 HiMomAndDad (Lemur 2FM109),Failure
2021-06-30,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 Jackson,Success
2021-01-24,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 JenniferSong ,Success
2017-04-18,Nanorack Deployer,International Space Station - Cygnus,LEO,10.0,Lemur-2 JennnyBarna (Lemur 2F30),Success
2020-11-07,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 Jeremiah (Lemur 2F129),Success
2015-09-28,PSLV C-30,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 Jeroen (Lemur 2F3),Success
2018-01-31,Soyuz-2.1a,Vostochny Cosmodrome,LEO,10.0,Lemur-2 Jin-Luen (Lemur 2F76),Success
2020-11-07,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 Jindra (Lemur 2F127),Success
2017-02-15,PSLV-XL,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 Jobanputra (Lemur 2-F22),Success
2015-09-28,PSLV C-30,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 Joel (Lemur 2F1),Success
2019-04-01,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 JohanLoran (Lemur FM97),Success
2021-06-30,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 John-Treires ,Success
2019-12-11,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 JPSquared (Lemur 2FMf110),Success
2018-01-31,Soyuz-2.1a,Vostochny Cosmodrome,LEO,10.0,Lemur-2 Kadi (Lemur 2F74),Success
2022-05-25,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 KarenB,Success
2022-01-13,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 King-Julien,Success
2018-11-29,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 Kobyszcze (Lemur 2F86),Success
2017-06-23,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 KungFoo (Lemur 2F37),Success
2019-07-05,Soyuz-2.1b,Vostochny Cosmodrome,LEO,10.0,Lemur-2 LillyJo (Lemur 2FM107),Success
2017-06-23,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 Lisasaurus (Lemur 2F40),Success
2017-12-08,Nanorack Deployer,International Space Station - Cygnus,LEO,10.0,Lemur-2 Liu-Poh-Chun (Lemur 2F55),Failure
2017-06-23,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 LucyBryce (Lemur 2F36),Success
2017-06-23,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 Lynsey-Symo (Lemur 2F41),Success
2021-01-24,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 Mango1 (Lemur 2F137),Failure
2018-01-21,Electron,Rocket Lab Launch Complex 1,LEO,10.0,Lemur-2 Marshall (Lemur 2F73),Success
2018-01-11,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 McCafferty (Lemur 2F70),Success
2017-12-08,Nanorack Deployer,International Space Station - Cygnus,LEO,10.0,Lemur-2 McCullagh (Lemur 2F56),Success
2017-06-23,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 McPeake (Lemur 2F38),Success
2021-06-30,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 Merima ,Success
2017-02-15,PSLV-XL,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 Mia-Grace (Lemur 2F27),Success
2022-05-25,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 Mimi1307,Success
2022-01-13,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 Miriwari,Success
2023-01-03,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 Mmolo (Lemur FM167),Success
2017-07-14,Soyuz-2.1a,Baikonur Cosmodrome,LEO,10.0,Lemur-2 Monson (Lemur 2F44),Success
2019-07-05,Soyuz-2.1b,Vostochny Cosmodrome,LEO,10.0,Lemur-2 Morag (Lemur 2FM101),Success
2021-01-24,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 NallyWacker (Lemur 2F132),Failure
2018-12-27,Soyuz-2.1a,Vostochny Cosmodrome,LEO,10.0,Lemur-2 NatalieMurray (Lemur 2F94),Success
2021-01-24,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 Neva (Lemur 2F133),Success
2020-09-28,Soyuz-2.1b,Plesetsk Cosmodrome,LEO,10.0,Lemur-2 Nichol (Lemur FM122),Success
2017-02-15,PSLV-XL,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 NoguesCorreig (Lemur 2F28),Success
2021-01-24,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 NoobNoob,Success
2023-04-15,Falcon 9,Vandenberg AFB,LEO,10.0,Lemur-2 OnReflection,Success
2018-11-29,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 Orzulak (Lemur 2F84),Success
2020-09-02,Vega,Guiana Space Center,LEO,10.0,Lemur-2 Oscarlator (Lemur 2FM118),Success
2020-11-07,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 Ozarak ,Success
2019-12-11,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 Pappy (Lemur 2FM108),Success
2015-09-28,PSLV C-30,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 Peter (Lemur 2F2),Success
2017-07-14,Soyuz-2.1a,Baikonur Cosmodrome,LEO,10.0,Lemur-2 PeterG (Lemur 2F48),Failure
2018-01-11,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 PeterWebster (Lemur 2F68),Success
2023-01-03,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 PhilAri  (Lemur FM166),Success
2022-01-13,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 Ramonamae,Success
2017-02-15,PSLV-XL,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 Rdeaton (Lemur 2-F25),Success
2018-12-27,Soyuz-2.1a,Vostochny Cosmodrome,LEO,10.0,Lemur-2 RemyColton (Lemur 2F88),Success
2017-04-18,Nanorack Deployer,International Space Station - Cygnus,LEO,10.0,Lemur-2 RobMoore (Lemur 2F33),Success
2017-12-08,Nanorack Deployer,International Space Station - Cygnus,LEO,10.0,Lemur-2 RocketJonah (Lemur 2F54),Success
2022-01-13,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 Rohovithsa,Success
2017-12-08,Nanorack Deployer,International Space Station - Cygnus,LEO,10.0,Lemur-2 RomaCoste (Lemur 2F53),Success
2023-04-15,Falcon 9,Vandenberg AFB,LEO,10.0,Lemur-2 Romeo-N-LEO,Success
2021-01-24,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 Ruairi-Elidh – 2021-006DC,Success
2017-06-23,PSLV,Satish Dhawan Space Centre,LEO,10.0,Lemur-2 Sam-Amelia (Lemur 2F39),Success
2021-01-24,Falcon 9,Cape Canaveral,LEO,10.0,Lemur-2 SaoirseDH5Guo (Lemur 2F136),Failure
2018-12-27,Soyuz-2.1a,Vostochny Cosmodrome,LEO,10.0,Lemur-2 SarahBettyBoo (Lemur 2F93),Failure
